GP,GS,#,Name,Class,Position,Height,Hometown,High School,team,teamID
34,34,22,Khera Goss,Sr.,G,5-9,"Indianapolis, IN",Ben Davis,Toledo,561161
34,34,33,Sammi Mikonowicz,Sr.,G,5-10,"Rossford, OH",Rossford,Toledo,561161
23,0,24,Yaniah Curry,Sr.,G,5-8,"Cottleville, MO",Francis Howell Central,Toledo,561161
9,0,3,Ella Doherty,Jr.,G,5-11,"Powmill, United Kingdom",,Toledo,561161
23,0,4,Soleil Barnes,Sr.,G,5-6,"Southfield, MI",Southfield H.S. for Arts & Technology,Toledo,561161
34,34,2,Sophia Wiard,Sr.,G,5-7,"Muskegon, MI",Oakridge,Toledo,561161
34,3,51,Hannah Noveroske,Sr.,C,6-5,"Michigan City, IN",Michigan City,Toledo,561161
12,0,23,Macey Fegan,Fr.,F,5-11,"Bentley, MI",Standish Sterling,Toledo,561161
18,0,12,Ella Weaver,Fr.,G,6-0,"Ruckersville, VA",William Monroe,Toledo,561161
34,6,30,Emmi Rinat,Jr.,G,5-9,"Zafririm, Israel",Ostrovsky School,Toledo,561161
29,0,14,Cadence Dykstra,Fr.,G,5-8,"Grand Rapids, MI",West Catholic,Toledo,561161
28,28,5,Quinesha Lockett,Sr.,G,5-10,"Omaha, NE",Benson,Toledo,561161
0,0,11,Bella Swedlund,Fr.,G,5-8,"Winner, SD",Winner,Toledo,561161
31,31,24,Patricia Anumgba,Jr.,G,5-5,"Silver Spring, MD",Paint Branch,Towson,561163
20,10,11,Alina Sendar,Jr.,G,6-0,"Amsterdam, Netherlands",Calandlyceum,Towson,561163
20,1,21,Gabby Scott,So.,F,6-0,"Ellicott City, MD",Howard,Towson,561163
31,31,13,Alexia Nelson,Sr.,G,5-7,"Brooklyn, NY",South Shore,Towson,561163
30,1,2,India Johnston,So.,G,5-8,"Bear, DE",Caravel Academy,Towson,561163
31,29,15,Kylie Kornegay-Lucas,Sr.,G,5-10,"Camden, DE",New Hope Academy,Towson,561163
23,0,20,Mariah Wilson,Jr.,G,5-10,"Lancaster, PA",Lancaster Mennonite,Towson,561163
28,17,34,Quinzia Fulmore,Jr.,F,6-3,"Greensboro, NC",Dudley High School,Towson,561163
22,1,30,Taiye Johnson,Sr.,C,6-5,"Richmond, VA",Meadowbrook,Towson,561163
20,11,5,Kayla Morris,So.,F,6-2,"Harlem, NY",Montverde Academy,Towson,561163
24,12,22,Anaiah Jenkins,Fr.,F,5-11,"Odenton, MD",McDonogh,Towson,561163
11,0,1,Semaya Turner,So.,G,5-11,"Rockaway, NJ",Morris Hills,Towson,561163
4,0,10,Caydence Hadley,Fr.,F,6-1,"Rochester, NY",Bishop Kearney,Towson,561163
25,8,14,Aminata Diakite,Jr.,G,5-8,"Bamako, Mali",,Towson,561163
29,3,3,Anasia Staton,Jr.,F,6-0,"Jersey City, NJ",Hudson Catholic,Towson,561163
31,31,3,Makayia Hallmon,Sr.,G,5-3,"Coushatta, LA",Red River,Troy,561165
9,0,23,Shaniah Nunn,So.,G,6-0,"Birmingham, AL",Fairfield High School,Troy,561165
33,33,12,Nia Daniel,Sr.,G,5-10,"Charlotte, NC",Hickory Ridge High School,Troy,561165
34,33,10,Tai'Sheka Porchia,Sr.,F,6-1,"Camden, AR",Pensacola State,Troy,561165
31,10,22,Sharonica Hartsfield,Jr.,G,5-5,"Oklahoma City, OK",Putnam City West,Troy,561165
34,33,11,Ja'Mia Hollings,Sr.,F,6-2,"West Point, MS",West Point,Troy,561165
31,0,0,Gabbi Cartagena,Jr.,G,5-8,"Jackson, GA",Jackson,Troy,561165
3,0,2,Felmas Koranga,Sr.,F,6-1,"Nakuru, Kenya",Tyler Junior College,Troy,561165
22,0,24,Sara Carvajal Caro,Jr.,F,6-3,"Sevilla La Nueva, Spain",IES Macarena de Sevilla,Troy,561165
34,2,5,Zay Dyer,So.,F,6-2,"Atlanta, GA",Maynard Jackson,Troy,561165
28,1,32,Leilani Augmon,Jr.,F,5-11,"San Jose, CA",Silver Creek,Troy,561165
31,25,13,Shaulana Wagner,Jr.,G,5-10,"Detroit, MI",Edison,Troy,561165
34,2,35,Leilani Guion,Jr.,G,5-10,"Orlando, FL",Boone,Troy,561165
24,0,8,Joy Madison-Key,Fr.,G,5-8,"Grand Prairie, TX",South Grand Prairie,Tulane,561167
32,22,12,Hannah Pratt,Sr.,F,6-1,"Boca Raton, FL",Boca Raton,Tulane,561167
27,23,0,Kyren Whittington,Jr.,G,5-9,"Folsom, LA",Northlake Christian,Tulane,561167
14,0,5,Jaylee Womack,So.,G,5-10,"Springfield, LA",Ponchatoula HS,Tulane,561167
32,20,23,Amira Mabry,So.,F,6-0,"Converse, TX",Judson HS,Tulane,561167
1,1,2,Kierra Middleton,Jr.,G,5-7,"Arlington, TX",Midlothian HS,Tulane,561167
32,32,21,Irina Parau,Sr.,F,6-1,"Cluj-Napoca, Romania",Nicolae Balcescu,Tulane,561167
32,6,24,Chiara Grattini,Jr.,G,5-9,"Turin, Italy",IIS Giordano Bruno,Tulane,561167
31,31,3,Marta Galic,Sr.,G,6-0,"Zagreb, Croatia",Sportska Gimnazija,Tulane,561167
27,0,22,McKenzi Carter,Jr.,F,6-1,"Fort Worth, TX",Fort Worth Country Day,Tulane,561167
16,0,33,Lily Ba,Fr.,C,6-3,"Overland Park, KS",Blue Valley West,Tulane,561167
30,25,1,Kaylah Rainey,Sr.,G,5-6,"Belleville, IL",Belleville East,Tulane,561167
1,0,3,Amber Kartchner,So.,G,5-9,"Logan, UT",Logan HS,Utah Tech,561169
32,2,33,Alyson Deaver,So.,F,6-0,"Sumner, WA",Sumner HS,Utah Tech,561169
2,2,22,Emily Isaacson,Sr.,F,5-11,"Perry, UT",Box Elder HS,Utah Tech,561169
31,31,1,Maddie Warren,So.,G,5-10,"Lehi, UT",Lehi HS,Utah Tech,561169
23,23,2,Macie Warren,So.,G,5-10,"Lehi, UT",Lehi HS,Utah Tech,561169
31,17,5,Catelyn Deaver,So.,F,6-0,"Sumner, WA",Sumner HS,Utah Tech,561169
29,29,20,Breaunna Gillen,Sr.,G,5-9,"West Jordan, UT",Copper Hills HS,Utah Tech,561169
23,0,23,Caitlynn Jordan,Fr.,F,6-2,"Fate, TX",Dallas Christian HS,Utah Tech,561169
31,31,15,Maggie McCord,Sr.,G,5-8,"South Jordan, UT",Bingham HS,Utah Tech,561169
32,18,24,Calyn Dallas,Fr.,G,6-1,"Lubbock, TX",Cooper HS,Utah Tech,561169
29,7,25,Nicole Willardson,Fr.,F,6-4,"Richfield, UT",Richfield HS,Utah Tech,561169
0,0,0,Kastyn Young,Fr.,G,5-11,"Mico, TX",Harlan HS,Utah Tech,561169
29,27,0,Miyah Brown,So.,G,5-10,"Rockford, IL",Winnebago,Bellarmine,561171
0,0,1,Amaya Curry,So.,G,5-6,"Owensboro, KY",Apollo,Bellarmine,561171
29,0,22,Jayla Butler,So.,G,5-5,"Milwaukee, WI",Milwaukee School of Languages,Bellarmine,561171
0,0,44,Gracie Merkle,So.,C,6-6,"Mount Washington, KY",Bullitt East,Bellarmine,561171
29,29,23,Hayley Harrison,Jr.,G,5-10,"Winchester, KY",George Rogers Clark,Bellarmine,561171
5,0,33,Aly Avrach,So.,G,5-8,"Boca Raton, FL",Spanish River Community,Bellarmine,561171
26,1,24,Mackenzie Keelin,Sr.,G,6-1,"Owensboro, KY",Owensboro Catholic,Bellarmine,561171
28,7,14,Lucy Robertson,Sr.,F,6-3,"Crandall, IN",North Harrison,Bellarmine,561171
28,4,5,Ashlee Harris,Sr.,G,5-6,"Louisville, KY",Sacred Heart Academy,Bellarmine,561171
3,0,32,Bralee Trice,Jr.,G,5-8,"Moline, IL",Moline,Bellarmine,561171
29,23,15,Claire Knies,Sr.,G,5-10,"Jasper, IN",Jasper,Bellarmine,561171
12,11,12,Paetynn Gray,So.,F,6-2,"Austin, TX",Cedar Ridge,Bellarmine,561171
29,29,4,Hope Sivori,Jr.,G,5-5,"Louisville, KY",Mercy Academy,Bellarmine,561171
23,14,34,Cam Browning,Sr.,F,6-1,"Louisville, KY",Male,Bellarmine,561171
18,0,20,Katelyn Levings,Sr.,F,6-3,"Oklahoma City, OK",Edmond Memorial,Tulsa,561173
16,12,35,Ahrray Young,So.,G,5-11,"Elk Grove, CA",Laguna Creek,Tulsa,561173
26,23,0,Katia Gallegos,Sr.,G,5-7,"El Paso, TX",Franklin,Tulsa,561173
6,0,30,Caroline Lyles,So.,G,6-0,"Argyle, TX",Argyle,Tulsa,561173
35,34,21,Hadley Periman,So.,G,6-2,"Tuttle, OK",Tuttle,Tulsa,561173
15,2,1,Cam Mathews,So.,G,5-7,"Keller, TX",Keller,Tulsa,561173
2,0,3,Alyssa Parmer,Jr.,G,5-8,"Oklahoma City, OK",Putnam City North,Tulsa,561173
35,35,2,Temira Poindexter,Jr.,F,6-2,"Sapulpa, OK",Sapulpa,Tulsa,561173
8,0,4,Lexie Foutch,Jr.,F,6-3,"Fort Gibson, OK",Fort Gibson,Tulsa,561173
35,35,5,Delanie Crawford,Jr.,G,5-11,"Piedmont, OK",Piedmont,Tulsa,561173
19,2,13,Jessika Evans,Sr.,F,6-0,"Norman, OK",Norman North,Tulsa,561173
10,0,54,Queen Ikhiuwu,Fr.,F,6-1,"Madrid, Spain",IES Carmen Martin Gaite,Tulsa,561173
35,0,12,Amira Brown,Jr.,G,5-10,"Richmond, CA",Salesian College Preparatory,Tulsa,561173
34,2,11,Caranda Perea,Sr.,F,6-2,"Altoona, PA",Altoona Area,Tulsa,561173
32,0,24,Elise Hill,Fr.,G,5-7,"Tulsa, OK",Holland Hall,Tulsa,561173
35,30,22,Mady Cartwright,Fr.,G,5-10,"Greenwood, AR",Greenwood,Tulsa,561173
32,30,2,Milahnie Perry,So.,G,5-7,"Tampa, FL",Seffner Christian Academy,Air Force,561175
18,0,23,Parker Brown,So.,F,6-0,"Spokane, WA",Mead,Air Force,561175
16,0,31,Emily Adams,So.,F,6-0,"Lebanon, OH",Bishop Fenwick,Air Force,561175
10,1,40,Jo Huntimer,Jr.,G,5-7,"Honolulu, HI",Iolani,Air Force,561175
27,14,5,Taylor Britt,Sr.,G,5-7,"Columbia, SC",Spring Valley,Air Force,561175
32,32,30,Dasha Macmillan,Sr.,F,6-0,"Colleyville, TX",Grapevine,Air Force,561175
32,28,4,Madison Smith,Jr.,G,5-8,"Connell, WA",Connell,Air Force,561175
18,0,24,Marissa Hargrave,Fr.,G,5-8,"El Paso, TX",Andress,Air Force,561175
9,0,22,Grace Walsh,Fr.,G,5-9,"Joilet, IL",Joilet West,Air Force,561175
32,16,1,Alexis Cortez,Fr.,G,5-11,"Allen, TX",Allen,Air Force,561175
32,4,13,Keelie O'Hollaren,Fr.,G,5-10,"Lake Oswego, OR",Lakeridge,Air Force,561175
32,32,10,Jayda McNabb,Fr.,G,5-10,"Rapid City, SD",Stevens,Air Force,561175
29,3,0,Jordyn DeVaughn,Fr.,G,5-6,"Little Elm, TX",Lone Star,Air Force,561175
4,0,20,Clara Teigland,Fr.,G,5-10,"Treynor, IA",Treynor,Air Force,561175
0,0,21,Kam Jones,So.,F,6-0,"Portland, OR",Westview,Air Force,561175
28,1,35,Soleil Montrose,Fr.,G,5-10,"Irvine, CA",,Army West Point,561177
29,26,21,Reese Ericson,So.,G,5-6,"Lake Oswego, OR",Lakeridge High School,Army West Point,561177
5,0,23,Reagan Warren,Sr.,F,5-10,"Rowlett, TX",Rowlett,Army West Point,561177
29,25,34,Lauren Lithgow,Sr.,G,5-9,"Manasquan, NJ",St. Rose,Army West Point,561177
28,6,2,Sam McNaughton,Sr.,G,5-7,"Fairfax, VA",Fairfax,Army West Point,561177
29,19,13,Trinity Hardy,Jr.,G,5-8,"Lakeland, FL",Winter Haven,Army West Point,561177
22,4,10,Addison Ainsworth,So.,F,6-0,"Olympia, WA",Black Hills High School,Army West Point,561177
5,0,24,Alivia Stephens-Kirkman,So.,G,5-10,"Puyallup, WA",Issaquah High School,Army West Point,561177
29,25,33,Fiona Hastick,Fr.,G,5-11,"Reston, VA",,Army West Point,561177
28,11,15,Camryn Tade,Fr.,G,5-9,"Southlake, TX",Carroll Senior High School,Army West Point,561177
11,0,11,Carlee Casteel,Fr.,G,5-7,"Rogers, AR",Rogers Heritage High School,Army West Point,561177
11,0,1,Anna Eng,Fr.,G,5-5,"Croton On Hudson, NY",Fairfield,Army West Point,561177
25,3,20,Taylor Wilson,Fr.,F,5-10,"Bryn Mawr, PA",Archbishop Carroll High School,Army West Point,561177
7,0,31,Linden Madison,So.,F,6-1,"Midlothian, VA",Monacan High School,Army West Point,561177
2,0,0,June Chatterley,Fr.,G,5-8,"Aubrey, TX",Aubrey High School,Army West Point,561177
28,25,30,Kya Smith,Fr.,F,6-1,"Lubbock, TX",Coronado High School,Army West Point,561177
22,1,13,Gia Pissott,So.,F,6-3,"Toms River, NJ",Toms River North,Navy,561180
20,0,23,Morgan Demos,So.,F,6-2,"Downers Grove, IL",Benet Academy,Navy,561180
31,30,30,Maren Louridas,So.,G,6-0,"Delmar, NY",Bethlehem Central,Navy,561180
20,0,1,Kelli Giuliani,So.,G,5-7,"Oakton, VA",Flint Hill,Navy,561180
0,0,3,Shannon Clarke,So.,F,6-1,"Lawrence, KS",Lawrence Free State,Navy,561180
25,21,22,Toni Papahronis,So.,G,6-1,"Edmond, OK",Edmond North,Navy,561180
28,18,44,Kate Samson,So.,C,6-4,"Richmond, VA",Saint Gertrude,Navy,561180
31,22,34,Sydne Watts,Sr.,F,6-0,"Canton, GA",Cherokee,Navy,561180
31,8,14,Morganne Andrews,Sr.,F,6-1,"Martinsburg, WV",Martinsburg,Navy,561180
21,1,11,Sam Schofield,Sr.,G,5-8,"Maumee, OH",Anthony Wayne,Navy,561180
30,30,4,Zanai Barnett-Gay,Fr.,G,5-8,"Glenn Dale, MD",Riverdale Baptist,Navy,561180
25,0,33,Violet McNece,Fr.,F,6-0,"Chesterfield, MO",Marquette,Navy,561180
13,0,42,Saran Moschella,Fr.,G,5-10,"Staten Island, NY",Staten Island Academy,Navy,561180
24,2,10,Lizzie Holder,Fr.,F,6-1,"Stillwater, MN",Stillwater Area H.S.,Navy,561180
31,22,2,Kyah Smith,Fr.,G,5-9,"Richmond, VA",L.C. Bird,Navy,561180
27,0,2,Isabella Tanedo,So.,G,5-5,"Laurel, MD",St. John's College,Utah St.,561181
30,15,23,Tiairra Hill-Brown,So.,F,6-2,"Las Vegas, NV",Ed W. Clark,Utah St.,561181
1,0,20,Lillian Harris,Jr.,F,6-2,"Westminster, MD",Westminster,Utah St.,561181
5,0,10,Taylia Stimpson,Sr.,G,5-10,"Paul, ID",Minco,Utah St.,561181
27,19,11,Macy Smith,Jr.,G,5-10,"Blaine, MN",Spring Lake Park HS,Utah St.,561181
26,15,24,Skye Miller,Jr.,G,5-11,"Anchorage, AK",McKay,Utah St.,561181
27,12,25,Bridget Mullings,Jr.,F,6-3,"Phoenix, AZ",Greenway HS,Utah St.,561181
24,9,31,Allyzee Verdan,Sr.,F,6-2,,Bloomington Christian,Utah St.,561181
20,0,15,Gracie Johnson,Fr.,F,6-5,"Nyssa, OR",Nyssa,Utah St.,561181
30,29,0,Ivory Finley,Jr.,G,5-10,"Minneapolis, MN",Rosemount,Utah St.,561181
20,0,3,Ali Wetta,Fr.,G,5-11,"Castle Rock, CO",Valor Christian,Utah St.,561181
19,3,14,Lauren Crocker,Fr.,F,6-4,"Calgary, Canada",Perry,Utah St.,561181
29,5,33,Livia Knapp,Jr.,G,5-7,"Hillsboro, OR",Liberty,Utah St.,561181
30,30,4,Cheyenne Stubbs,Jr.,G,5-5,"Bradenton, FL",Braden River,Utah St.,561181
30,13,1,Samiana Suguturaga,Jr.,G,5-11,"Orem, UT",Mountain View,Utah St.,561181
34,34,35,Alissa Pili,Sr.,F,6-2,"Anchorage, AK",Dimond HS,Utah,561183
11,0,25,Nene Sow,Jr.,C,6-8,"Brussels, Belgium",,Utah,561183
34,0,3,Lani White,So.,G,5-11,"Irvine, CA",Mater Dei,Utah,561183
34,31,2,Ines Vieira,Jr.,G,5-6,"Madeira, Portugal",,Utah,561183
34,34,22,Jenna Johnson,Jr.,F,6-2,"Medina, MN",,Utah,561183
27,13,34,Dasia Young,Sr.,F,5-11,"Jonesboro, AR",,Utah,561183
12,3,1,Isabel Palmer,Sr.,G,5-9,"Newcastle, Australia",,Utah,561183
9,8,5,Gianna Kneepkens,Jr.,G,5-11,"Duluth, MN",,Utah,561183
34,34,24,Kennady McQueen,Jr.,G,5-10,"Henefer, UT",,Utah,561183
27,0,44,Sam Crispe,So.,F,6-2,"Castle Pines, CO",Arapahoe,Utah,561183
34,13,23,Maty Wilke,So.,G,5-10,"Beaver Dam, WI",Beaver Dam,Utah,561183
31,0,20,Reese Ross,Fr.,F,6-1,"Rapid City, SD",,Utah,561183
8,0,15,Alyssa Blanck,So.,F,6-2,"Salt Lake City, UT",,Utah,561183
0,0,11,Daniela Falcon Hernandez,Fr.,F,6-2,"Las Palmas de Gran Canaria, Spain",,Utah,561183
16,2,33,Olivia Sims,Jr.,G,5-9,"Holland, OH",Notre Dame Academy,Valparaiso,561185
25,1,1,Emma Tecca,Sr.,G,5-10,"Tallmadge, OH",Archbishop Hoban,Valparaiso,561185
30,30,22,Leah Earnest,Sr.,G,5-10,"Stevens Point, WI",SPASH,Valparaiso,561185
27,0,25,Ella Van Weelden,So.,F,6-2,"Cedar Rapids, IA",Marion,Valparaiso,561185
30,26,3,Ava Interrante,Sr.,G,5-9,"Mchenry, IL",McHenry,Valparaiso,561185
24,4,20,Katie Beyer,Jr.,F,6-1,"Mchenry, IL",McHenry,Valparaiso,561185
1,0,41,Jayda Johnston,Sr.,F,6-0,"Roseville, MN",Roseville Area,Valparaiso,561185
20,0,24,Kayla Preston,Fr.,F,6-0,"Omaha, NE",Millard North,Valparaiso,561185
26,12,2,Olivia Brown,Sr.,G,5-8,"East Grand Rapids, MI",East Grand Rapids,Valparaiso,561185
12,4,0,Jill Harris,Sr.,G,5-9,"Navarre, FL",Crestview,Valparaiso,561185
28,0,5,Raeven Raye-Redmond,Fr.,G,5-6,"Trotwood, OH",Trotwood Madison,Valparaiso,561185
30,26,12,Saniya Jackson,Fr.,F,6-0,"Fort Wayne, IN",Northrop,Valparaiso,561185
28,18,21,Layla Gold,Fr.,G,5-11,"Indianapolis, IN",Cathedral,Valparaiso,561185
0,0,15,Lauren Colon,Fr.,G,5-6,"Valparaiso, IN",Andrean,Valparaiso,561185
30,27,11,Nevaeh Jackson,Fr.,F,6-0,"Fort Wayne, IN",Northrop,Valparaiso,561185
19,0,2,Jada Brown,So.,G,5-8,"Bentonville, AR",Bentonville,Vanderbilt,561187
30,0,5,Ryanne Allen,So.,G,6-1,"Warminster, PA",Archbishop Wood,Vanderbilt,561187
22,1,21,Bella LaChance,Sr.,G,5-6,"Davie, FL",St. Thomas Aquinas,Vanderbilt,561187
33,33,35,Sacha Washington,Jr.,F,6-2,"Lawrenceville, GA",Collins Hill,Vanderbilt,561187
33,33,23,Iyana Moore,Jr.,G,5-8,"Murfreesboro, TN",Blackman,Vanderbilt,561187
11,0,4,Madison Greene,Fr.,G,5-6,"Columbus, OH",Pickerington Central,Vanderbilt,561187
32,23,11,Jordyn Oliver,Sr.,G,5-10,"Prosper, TX",Prosper,Vanderbilt,561187
33,28,13,Justine Pissott,So.,G,6-4,"Toms River, NJ",Red Bank Catholic,Vanderbilt,561187
15,0,14,Aiyana Mitchell,Fr.,F,6-4,"Fountain, CO",Fountain-Fort Carson,Vanderbilt,561187
33,3,24,Aga Makurat,Fr.,G,6-2,"Gmina Sierakowice, Poland",Sopocka Akademia Tenisowa,Vanderbilt,561187
33,33,3,Jordyn Cambridge,Sr.,G,5-9,"Nashville, TN",Ensworth,Vanderbilt,561187
33,11,12,Khamil Pierre,Fr.,F,6-2,"Queen Creek, AZ",Perry,Vanderbilt,561187
0,0,10,Bailey Gilmore,Fr.,F,6-3,"Midway, GA",Bradwell Institute,Vanderbilt,561187
30,23,13,Paula Gonzalez,So.,G,5-11,"Sarria, Spain",Vitoria,Vermont,561189
0,0,14,Catherine Gilwee,Jr.,G,5-8,"Hinesburg, VT",Champlain Valley Union,Vermont,561189
1,0,11,Nika Kurdija,So.,G,5-9,"Gornja Vrba, Croatia",Slavonski Brod,Vermont,561189
37,0,25,Nikola Priede,So.,C,6-2,"Riga, Latvia",Riga,Vermont,561189
37,37,10,Bella Vito,Jr.,G,5-9,"Towaco, NJ",Montville Township,Vermont,561189
37,37,24,Anna Olson,Sr.,F,6-1,"Monticello, MN",Monticello,Vermont,561189
36,8,12,Keira Hanson,So.,G,5-8,"Issaquah, WA",Issaquah,Vermont,561189
37,6,4,Andjela Matic,So.,G,5-8,"Ub, Serbia",Sabac,Vermont,561189
37,37,33,Delaney Richason,Sr.,F,6-1,"Zionsville, IN",Zionsville,Vermont,561189
5,0,41,Zenia Palaska,Fr.,F,6-2,"Pikermi, Greece",Platon School Glika Nera,Vermont,561189
21,0,0,Malia Lenz,Fr.,G,5-10,"Chilliwack, Canada",Abbotsford,Vermont,561189
0,0,1,Lexi Kerstein,Fr.,G,5-6,"Riverwoods, IL",Deerfield,Vermont,561189
37,37,23,Emma Utterback,Sr.,G,5-8,"Greenwood, IN",Center Grove,Vermont,561189
14,0,34,Sarah Lazar,Jr.,F,6-3,"Madison, WI",Edgewood,Vermont,561189
3,0,43,Annie Welde,So.,F,6-0,"Havertown, PA",Cardinal O'Hara,Villanova,561191
29,0,2,Abigail Jegede,So.,G,5-10,"Toronto, Canada",King's Christian Collegiate,Villanova,561191
35,20,23,Maddie Burke,Sr.,G,6-0,"Doylestown, PA",Central Bucks West,Villanova,561191
4,0,44,Maggie Grant,So.,G,6-0,"Downingtown, PA",Archbishop John Carroll,Villanova,561191
18,1,14,Megan Olbrys,So.,F,6-1,"Norwood, MA",Norwood,Villanova,561191
33,8,4,Kaitlyn Orihel,Jr.,G,5-10,"Newtown, PA",Archbishop Wood,Villanova,561191
6,1,21,Kylie Swider,Sr.,F,6-4,"Portsmouth, RI",Tabor Academy,Villanova,561191
35,33,10,Christina Dalce,Jr.,F,6-2,"Edison, NJ",Rutgers Prep,Villanova,561191
35,35,3,Lucy Olsen,Jr.,G,5-9,"Royersford, PA",Spring-Ford,Villanova,561191
35,35,32,Bella Runyan,Sr.,G,5-10,"Moorestown, NJ",Moorestown Friends,Villanova,561191
31,31,1,Zanai Jones,Jr.,G,5-6,"Jersey City, NJ",Hudson Catholic,Villanova,561191
28,0,13,Brynn McCurry,Fr.,F,6-1,"Sparta, NJ",Sparta,Villanova,561191
0,0,25,Denae Carter,Jr.,F,6-0,"Philadelphia, PA",St. Basil Academy,Villanova,561191
29,11,34,Maddie Webber,Fr.,G,5-11,"Bridgeville, PA",South Fayette,Villanova,561191
30,29,3,Timaya Lewis-Eutsey,So.,G,5-8,"Trenton, NJ",,VCU,561193
24,1,33,Elze Motekaityte,Sr.,F,6-2,"Klaipėda, Republic of Lithuania",New Hope Academy,VCU,561193
31,1,21,Deniz Torgut,Fr.,G,5-10,"Izmir, Turkey",,VCU,561193
32,32,0,Sarah Te-Biasu,Sr.,G,5-5,"Montreal, Canada",,VCU,561193
14,0,5,Adebukola Akomolafe,So.,G,5-10,"El Paso, TX",Americas,VCU,561193
32,32,34,Mykel Parham,Sr.,F,6-1,"Burnsville, MN",,VCU,561193
31,30,11,Mary-Anna Asare,So.,G,5-7,"Markham, Canada",,VCU,561193
24,1,4,Grace Hutson,Jr.,G,5-10,"Christiansbrg, VA",,VCU,561193
28,1,22,Jennifer Ezeh,Sr.,F,6-2,"Anambra, Nigeria",,VCU,561193
14,0,7,Mahaila Harrison,Fr.,G,6-0,"Vancouver, WA",DME Sports Academy,VCU,561193
30,2,13,Zoli Khalil,Fr.,G,6-0,"Harrisonburg, VA",Spotswood,VCU,561193
24,0,14,Natalia Tondi,Jr.,G,5-10,"Buenos Aires, Argentina",Instituto La Salle,VCU,561193
32,27,32,Lucia Sotelo Miguez,Fr.,F,-,"Ourense, Spain",,VCU,561193
22,0,12,Valentina Ojeda,Jr.,F,6-0,"Punta Arenas, Chile",Montverde Academy,VCU,561193
30,4,35,Samantha Robinson,Sr.,F,6-1,"Bradford, Canada",Bradford,VCU,561193
33,1,1,Carleigh Wenzel,Fr.,G,6-0,"San Antonio, TX",Antonian College Prep,Virginia Tech,561196
32,32,5,Georgia Amoore,Sr.,G,5-6,"Ballarat, Australia",Loretto College Ballarat,Virginia Tech,561196
33,2,13,Clara Strack,Fr.,C,6-5,"Buffalo, NY",Hamburg,Virginia Tech,561196
15,0,12,Samyha Suffren,Fr.,G,5-8,"Charlotte, NC",Cannon School,Virginia Tech,561196
29,29,33,Elizabeth Kitley,Sr.,C,6-6,"Greensboro, NC",Northwest Guilford,Virginia Tech,561196
33,33,11,Matilda Ekh,Jr.,G,6-0,"Vasteras, Sweden",Riksbasketgymnasiet Luleå,Virginia Tech,561196
33,33,22,Cayla King,Sr.,G,6-0,"Greensboro, NC",Northwest Guilford,Virginia Tech,561196
23,18,4,Rose Micheaux,Jr.,F,6-2,"Wayne, MI",Wayne Memorial,Virginia Tech,561196
33,0,10,Carys Baker,Fr.,F,6-2,"West Hartford, CT",Loomis Chaffee,Virginia Tech,561196
33,17,20,Olivia Summiel,Sr.,F,6-2,"Dayville, CT",Marianapolis Preparatory School,Virginia Tech,561196
0,0,3,Mackenzie Nelson,Fr.,G,5-8,"Greenwich, CT",St. Luke's,Virginia Tech,561196
0,0,2,Gabby Brooks,Fr.,G,5-10,"Harrisonburg, VA",Blacksburg,Virginia Tech,561196
30,21,33,Sam Brunelle,Sr.,F,6-2,"Ruckersville, VA",William Monroe,Virginia,561198
20,0,32,Cady Pauley,So.,G,5-11,"Milan, MO",Milan High,Virginia,561198
32,19,23,Alexia Smith,Sr.,G,5-8,"Columbus, OH",Columbus Africentric Early College,Virginia,561198
0,0,10,Mir McLean,Sr.,G,5-11,"Baltimore, MD",Roland Park Country School,Virginia,561198
24,1,14,Kaydan Lawson,Sr.,G,6-0,"Cleveland, OH",Orange,Virginia,561198
17,0,5,Yonta Vaughn,So.,G,5-8,"District Heights, MD",Bishop McNamara,Virginia,561198
29,26,1,Paris Clark,So.,G,5-8,"Bronx, NY",Long Island Lutheran High School,Virginia,561198
28,26,20,Camryn Taylor,Sr.,F,6-2,"Peoria, IL",Richwoods,Virginia,561198
26,14,34,London Clarkson,Sr.,F,6-2,"Pflugerville, TX",Pflugerville High,Virginia,561198
30,10,4,Jillian Brown,Jr.,G,5-10,"Grand Rapids, MI",East Grand Rapids High School,Virginia,561198
28,3,12,Edessa Noyan,Fr.,F,6-3,"Södertälje, Sweden",Täljegymnasiet,Virginia,561198
32,32,21,Kymora Johnson,Fr.,G,5-7,"Charlottesville, VA",St. Anne's-Belfield,Virginia,561198
23,0,41,Taylor Lauterbach,Sr.,C,6-7,"Appleton, WI",Appleton West,Virginia,561198
32,8,0,Olivia McGhee,Fr.,G,6-2,"Louisa, VA",IMG Academy,Virginia,561198
7,1,23,Julia Fabozzi,Jr.,G,6-1,"Staten Island, NY",Xaverian,Wagner,561200
12,0,3,Brittney-Shania Etuka,Jr.,F,6-1,"Brampton, Canada",Word of Life Christian Academy,Wagner,561200
28,17,14,Angelie Ricard,So.,G,5-10,"Orford, Canada",Saint Jean Sur Richelieu,Wagner,561200
22,8,24,Cyan Dyke,Sr.,G,5-11,"Los Angeles, CA",Bishop Montgomery,Wagner,561200
0,0,11,Malia Mpondo,So.,F,6-2,"Founex, Switzerland",Colegio Internacional Sek,Wagner,561200
3,1,13,Marisa Sanchez-Henry,Sr.,G,5-6,"Ellicott City, MD",Howard HS,Wagner,561200
